reward,termination,loss,cyl_x_pos,cyl_y_pos,cyl_angle,run_time,robots_x_pos,robots_y_pos,robot_angle,env_observations,agent_actions
-1.0,False,,-8.725431,-0.7468573,-4.328633e-27,0.30438828468322754,"[-8.87615, -9.295856, -8.574713, -8.155006]","[-0.17643225, -0.89757586, -1.3172823, -0.5961387]","[-75.199455, 14.800541, 104.800545, -165.19946]","[array([ 1.3377314e+01,  7.5955147e+01,  0.0000000e+00,  0.0000000e+00,
        5.9000069e-01, -8.4904539e-13,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  9.9007040e-02,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        6.6062976e-03,  8.7752379e-03,  1.0358947e-02,  1.1200142e-02,
        1.1211386e-02,  1.0391490e-02,  8.8257482e-03,  9.9007040e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3825024e+01, -1.1078052e+01,  0.0000000e+00,  0.0000000e+00,
        5.9000069e-01, -1.5902755e-13,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  9.9007040e-02,  0.0000000e+00,
        0.0000000e+00,  7.3236418e-03,  1.2143935e-02,  1.6368946e-02,
        1.9533554e-02,  2.1242645e-02,  2.1265622e-02,  1.9599305e-02,
        1.6468823e-02,  1.2266090e-02,  7.4556018e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.9007040e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3140903e+01, -9.9047386e+01,  0.0000000e+00,  0.0000000e+00,
        5.9000069e-01, -7.1427629e-13,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  9.9007040e-02,  8.3612176e-03,
        8.3694272e-03,  7.7698198e-03,  6.6193952e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.9007040e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.2669040e+01,  1.6789650e+02,  0.0000000e+00,  0.0000000e+00,
        5.9000069e-01, -2.2641211e-13,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  9.9007040e-02,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.9007040e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[[ 0.12864894  0.04542193 -0.01281681  0.00068314  0.08149624  0.07091509
  -0.08495947  0.13821888 -0.08631904]
 [ 0.12864894  0.04542193 -0.01281681  0.00068314  0.08149624  0.07091509
  -0.08495947  0.13821888 -0.08631904]
 [ 0.12864894  0.04542193 -0.01281681  0.00068314  0.08149624  0.07091509
  -0.08495947  0.13821888 -0.08631904]
 [ 0.12864894  0.04542193 -0.01281681  0.00068314  0.08149624  0.07091509
  -0.08495947  0.13821888 -0.08631904]]"
-1.0,False,,-8.725431,-0.7468573,-4.0295285e-27,0.5562245845794678,"[-8.876139, -9.295813, -8.574724, -8.155049]","[-0.17647576, -0.89756435, -1.3172388, -0.5961502]","[-75.23629, 14.763708, 104.76371, -165.2363]","[array([1.3377302e+01, 7.5992172e+01, 1.0000000e-01, 0.0000000e+00,
       5.8995569e-01, 3.6833003e-02, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0205139e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.6042733e-03, 8.7725027e-03, 1.0355677e-02, 1.1196584e-02,
       1.1207824e-02, 1.0388209e-02, 8.8229952e-03, 1.0205139e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3824980e+01, -1.1041255e+01,  1.0000000e-01,  0.0000000e+00,
        5.8995569e-01,  3.6833003e-02,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0205139e-01,  0.0000000e+00,
        0.0000000e+00,  7.3086312e-03,  1.2118093e-02,  1.6332990e-02,
        1.9489640e-02,  2.1194298e-02,  2.1217216e-02,  1.9555222e-02,
        1.6432621e-02,  1.2239964e-02,  7.4403048e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0205139e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3140910e+01, -9.9010742e+01,  1.0000000e-01,  0.0000000e+00,
        5.8995569e-01,  3.6833003e-02,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0205139e-01,  8.3632013e-03,
        8.3714128e-03,  7.7716550e-03,  6.6209445e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0205139e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2669084e+01, 1.6793336e+02, 1.0000000e-01, 0.0000000e+00,
       5.8995569e-01, 3.6833003e-02, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0205139e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 1.0205139e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13336976  0.05485848 -0.00697594  0.00327237  0.08345124  0.06979388
  -0.0818091   0.13481581 -0.09397799]
 [ 0.13353243  0.05514297 -0.00690102  0.00326069  0.08331306  0.0697663
  -0.08179318  0.1344204  -0.09431316]
 [ 0.13340373  0.05483087 -0.00669124  0.00352505  0.083556    0.06964617
  -0.08193637  0.1346051  -0.09402282]
 [ 0.13337076  0.05479293 -0.00674284  0.00334776  0.08348794  0.06966311
  -0.08188871  0.13465226 -0.0940225 ]]"
-1.0,False,,-8.725431,-0.7468573,-1.2849607e-19,0.8318185806274414,"[-8.876114, -9.295721, -8.574748, -8.155142]","[-0.17656763, -0.89754015, -1.3171469, -0.5961744]","[-75.31405, 14.685949, 104.68595, -165.31406]","[array([1.3377279e+01, 7.6070320e+01, 2.0000000e-01, 0.0000000e+00,
       5.8986068e-01, 1.1459718e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0250408e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.5983059e-03, 8.7677082e-03, 1.0352514e-02, 1.1195372e-02,
       1.1208687e-02, 1.0391053e-02, 8.8275243e-03, 1.0185290e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3824886e+01, -1.0963572e+01,  2.0000000e-01,  0.0000000e+00,
        5.8986068e-01,  1.1459718e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0250408e-01,  0.0000000e+00,
        0.0000000e+00,  7.2958604e-03,  1.2105771e-02,  1.6322294e-02,
        1.9481752e-02,  2.1190159e-02,  2.1217307e-02,  1.9559436e-02,
        1.6440311e-02,  1.2250134e-02,  7.4518351e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0185290e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3140925e+01, -9.8933395e+01,  2.0000000e-01,  0.0000000e+00,
        5.8986068e-01,  1.1459718e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0250408e-01,  8.3625019e-03,
        8.3722305e-03,  7.7739116e-03,  6.6244300e-03,  5.0293300e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0185290e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2669176e+01, 1.6801122e+02, 2.0000000e-01, 0.0000000e+00,
       5.8986068e-01, 1.1459718e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0250408e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 1.0185290e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13350579  0.05511516 -0.00676994  0.00336053  0.08352259  0.06973813
  -0.08172104  0.13471515 -0.0942005 ]
 [ 0.13367085  0.05539801 -0.00670181  0.00335689  0.08338234  0.06970733
  -0.08170713  0.13432007 -0.094534  ]
 [ 0.13354103  0.05508828 -0.00649129  0.00361865  0.08362584  0.06959011
  -0.08184996  0.134504   -0.09424269]
 [ 0.13350682  0.05504959 -0.00653689  0.00343595  0.0835593   0.06960735
  -0.08180064  0.13455164 -0.09424498]]"
-1.0,False,,-8.725431,-0.7468573,-1.5298971e-18,1.173844814300537,"[-8.876078, -9.295581, -8.574785, -8.155282]","[-0.17670788, -0.8975034, -1.3170067, -0.5962112]","[-75.43273, 14.5672655, 104.56727, -165.43274]","[array([1.3377244e+01, 7.6189613e+01, 3.0000001e-01, 0.0000000e+00,
       5.8971566e-01, 2.3330815e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0346399e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.5857018e-03, 8.7575763e-03, 1.0345822e-02, 1.1192797e-02,
       1.1210493e-02, 1.0397041e-02, 8.8370740e-03, 1.0143280e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3824744e+01, -1.0845002e+01,  3.0000001e-01,  0.0000000e+00,
        5.8971566e-01,  2.3330815e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0346399e-01,  0.0000000e+00,
        0.0000000e+00,  7.2689038e-03,  1.2079755e-02,  1.6299700e-02,
        1.9465074e-02,  2.1181392e-02,  2.1217464e-02,  1.9568298e-02,
        1.6456520e-02,  1.2271584e-02,  7.4761673e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0143280e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3140948e+01, -9.8815338e+01,  3.0000001e-01,  0.0000000e+00,
        5.8971566e-01,  2.3330815e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0346399e-01,  8.3610136e-03,
        8.3739432e-03,  7.7786641e-03,  6.6317790e-03,  5.0386200e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  1.0143280e-01,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2669318e+01, 1.6813004e+02, 3.0000001e-01, 0.0000000e+00,
       5.8971566e-01, 2.3330815e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0346399e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 1.0143280e-01,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13349463  0.05511492 -0.00681418  0.00348588  0.08340318  0.0697728
  -0.08172407  0.13473713 -0.09421343]
 [ 0.13365902  0.05539445 -0.00674359  0.00348348  0.08325864  0.06973317
  -0.08171491  0.13434005 -0.0945482 ]
 [ 0.13353324  0.05506019 -0.00654336  0.00378054  0.08344277  0.06965131
  -0.08182959  0.1345374  -0.0942765 ]
 [ 0.13349637  0.05504756 -0.0065808   0.00356216  0.08344149  0.06963954
  -0.0818022   0.13457407 -0.09426077]]"
-1.0,False,,-8.725431,-0.7468573,-8.648606e-18,1.5196559429168701,"[-8.876028, -9.295392, -8.574834, -8.155471]","[-0.1768966, -0.89745426, -1.316818, -0.59626025]","[-75.59235, 14.407656, 104.40765, -165.59235]","[array([1.33771982e+01, 7.63500290e+01, 4.00000006e-01, 0.00000000e+00,
       5.89520693e-01, 3.92991990e-01, 1.32465029e+01, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 1.04940504e-01, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       6.56644674e-03, 8.74208380e-03, 1.03355721e-02, 1.11888265e-02,
       1.12132076e-02, 1.04061440e-02, 8.85162037e-03, 1.00788720e-01,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00], dtype=float32), array([ 1.38245525e+01, -1.06855440e+01,  4.00000006e-01,  0.00000000e+00,
        5.89520693e-01,  3.92991990e-01,  1.32465029e+01,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  1.04940504e-01,  0.00000000e+00,
        0.00000000e+00,  7.22777098e-03,  1.20400330e-02,  1.62651762e-02,
        1.94395520e-02,  2.11679265e-02,  2.12176144e-02,  1.95817389e-02,
        1.64811891e-02,  1.23042762e-02,  7.51327956e-03,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  1.00788720e-01,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([ 1.31409779e+01, -9.86565628e+01,  4.00000006e-01,  0.00000000e+00,
        5.89520693e-01,  3.92991990e-01,  1.32465029e+01,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  1.04940504e-01,  8.35870765e-03,
        8.37652385e-03,  7.78588839e-03,  6.64297258e-03,  5.05278306e-03,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  1.00788720e-01,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([1.26695089e+01, 1.68289825e+02, 4.00000006e-01, 0.00000000e+00,
       5.89520693e-01, 3.92991990e-01, 1.32465029e+01, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 1.04940504e-01, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.00788720e-01,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00], dtype=float32)]","[[ 0.13349788  0.05519127 -0.00679926  0.0036104   0.08339974  0.06973962
  -0.08178502  0.1347321  -0.09420979]
 [ 0.13365601  0.05547264 -0.00671824  0.00359806  0.08326348  0.06969571
  -0.08177742  0.13433437 -0.09454053]
 [ 0.13354321  0.05513088 -0.00651543  0.00390655  0.08343858  0.06962162
  -0.08188133  0.13453242 -0.09428158]
 [ 0.13349989  0.05512314 -0.0065657   0.00368715  0.08343888  0.06960528
  -0.08186243  0.13456932 -0.0942586 ]]"
-1.0,False,,-8.725431,-0.7468573,-3.3040853e-17,1.855708122253418,"[-8.875967, -9.295155, -8.574895, -8.155707]","[-0.17713389, -0.8973933, -1.3165807, -0.5963213]","[-75.79288, 14.207121, 104.20712, -165.79288]","[array([1.3377140e+01, 7.6551582e+01, 5.0000000e-01, 0.0000000e+00,
       5.8927566e-01, 5.9368521e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0694866e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.5405197e-03, 8.7211970e-03, 1.0321720e-02, 1.1183409e-02,
       1.1216781e-02, 1.0418314e-02, 8.8711241e-03, 9.9916965e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3824312e+01, -1.0485198e+01,  5.0000000e-01,  0.0000000e+00,
        5.8927566e-01,  5.9368521e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0694866e-01,  0.0000000e+00,
        0.0000000e+00,  7.1724765e-03,  1.1986593e-02,  1.6218675e-02,
        1.9405110e-02,  2.1149660e-02,  2.1217640e-02,  1.9599648e-02,
        1.6514231e-02,  1.2348146e-02,  7.5631388e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.9916965e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3141015e+01, -9.8457085e+01,  5.0000000e-01,  0.0000000e+00,
        5.8927566e-01,  5.9368521e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0694866e-01,  8.3555439e-03,
        8.3799316e-03,  7.7955476e-03,  6.6579808e-03,  5.0717988e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.9916965e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2669749e+01, 1.6849059e+02, 5.0000000e-01, 0.0000000e+00,
       5.8927566e-01, 5.9368521e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0694866e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 9.9916965e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13350186  0.05530858 -0.00677294  0.00379876  0.08339484  0.06968857
  -0.0818784   0.13472432 -0.09420504]
 [ 0.13362817  0.05561909 -0.00664719  0.0037313   0.08330957  0.06964511
  -0.0818313   0.13435106 -0.09453312]
 [ 0.13353184  0.05526889 -0.00645092  0.00405936  0.08347069  0.06957939
  -0.08192495  0.13454992 -0.09428826]
 [ 0.1335111   0.0552347  -0.00652884  0.00387938  0.08343335  0.06955665
  -0.08194693  0.13456164 -0.09426244]]"
-1.0,False,,-8.725431,-0.7468573,-9.875993e-17,1.937718391418457,"[-8.875895, -9.294868, -8.574967, -8.155993]","[-0.17741984, -0.89732075, -1.3162947, -0.59639376]","[-76.03434, 13.96566, 103.96566, -166.03435]","[array([1.3377071e+01, 7.6794273e+01, 6.0000002e-01, 0.0000000e+00,
       5.8898067e-01, 8.3543479e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0951004e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.5078917e-03, 8.6948713e-03, 1.0304206e-02, 1.1176477e-02,
       1.1221143e-02, 1.0433489e-02, 8.8955369e-03, 9.8812327e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3824022e+01, -1.0243959e+01,  6.0000002e-01,  0.0000000e+00,
        5.8898067e-01,  8.3543479e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0951004e-01,  0.0000000e+00,
        0.0000000e+00,  7.1030403e-03,  1.1919415e-02,  1.6160134e-02,
        1.9361639e-02,  2.1126453e-02,  2.1217393e-02,  1.9621881e-02,
        1.6555522e-02,  1.2403110e-02,  7.6256990e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.8812327e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3141058e+01, -9.8216896e+01,  6.0000002e-01,  0.0000000e+00,
        5.8898067e-01,  8.3543479e-01,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.0951004e-01,  8.3514657e-03,
        8.3841113e-03,  7.8075905e-03,  6.6767628e-03,  5.0956402e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.8812327e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2670038e+01, 1.6873232e+02, 6.0000002e-01, 0.0000000e+00,
       5.8898067e-01, 8.3543479e-01, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.0951004e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 9.8812327e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13349016  0.05548866 -0.00672314  0.0040251   0.08341366  0.0696253
  -0.08197512  0.13473412 -0.09420376]
 [ 0.13359171  0.05582736 -0.00652998  0.00390153  0.08338402  0.06958739
  -0.08187677  0.13438301 -0.09453483]
 [ 0.1335022   0.05547708 -0.00635157  0.00424519  0.08353752  0.06952471
  -0.08196546  0.13458523 -0.09429465]
 [ 0.13350172  0.05542188 -0.00644846  0.00409492  0.08346969  0.06950172
  -0.0820111   0.13458073 -0.09427415]]"
-1.0,False,,-8.725431,-0.7468573,-2.493765e-16,1.9843316078186035,"[-8.875812, -9.294534, -8.575051, -8.156328]","[-0.17775461, -0.89723736, -1.3159599, -0.59647715]","[-76.31673, 13.683273, 103.68327, -166.31673]","[array([1.3376992e+01, 7.7078102e+01, 7.0000005e-01, 0.0000000e+00,
       5.8863574e-01, 1.1182985e+00, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.1265401e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       6.4685289e-03, 8.6630490e-03, 1.0282957e-02, 1.1167946e-02,
       1.1226208e-02, 1.0451591e-02, 8.9247944e-03, 9.7467944e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 1.3823683e+01, -9.9618282e+00,  7.0000005e-01,  0.0000000e+00,
        5.8863574e-01,  1.1182985e+00,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.1265401e-01,  0.0000000e+00,
        0.0000000e+00,  7.0194886e-03,  1.1838475e-02,  1.6089471e-02,
        1.9309005e-02,  2.1098129e-02,  2.1216676e-02,  1.9648254e-02,
        1.6604912e-02,  1.2469061e-02,  7.7009019e-03,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.7467944e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.3141108e+01, -9.7935997e+01,  7.0000005e-01,  0.0000000e+00,
        5.8863574e-01,  1.1182985e+00,  1.3246503e+01,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  1.1265401e-01,  8.3464021e-03,
        8.3889915e-03,  7.8219539e-03,  6.6992678e-03,  5.1242718e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  9.7467944e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.2670377e+01, 1.6901501e+02, 7.0000005e-01, 0.0000000e+00,
       5.8863574e-01, 1.1182985e+00, 1.3246503e+01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 1.1265401e-01, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 9.7467944e-02,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[[ 0.13346006  0.05575075 -0.00664107  0.00426435  0.08346609  0.06956998
  -0.08203591  0.13478354 -0.0942203 ]
 [ 0.13355553  0.05609214 -0.00639804  0.00412741  0.0834631   0.06952445
  -0.08193325  0.13442363 -0.09455287]
 [ 0.13351704  0.05571537 -0.00622681  0.00447592  0.08356255  0.06950933
  -0.0819736   0.13465774 -0.09431323]
 [ 0.13349964  0.05567068 -0.00633205  0.00433209  0.08351181  0.06946857
  -0.08203674  0.13464075 -0.09429671]]"
