reward,epsilon,termination,loss,force magnitude,force angle,average force vector,cyl_x_pos,cyl_y_pos,cyl_angle,gate_stats,obstacle_stats,intention_reward,intention_heading,run_time,robots_x_pos,robots_y_pos,robot_angle,robot_failures,env_observations,agent_actions
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,23.039865493774414,"[0.79378927, 1.4028469, 1.3812793, 0.6972714]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.7871021,-0.66133624,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[0.0, 0.0, 0.0, 0.0]",0.03308660537004471,0.006668806076049805,"[-0.7763823, -1.0436558, -0.7978218, -0.5394906]","[-0.4047825, -0.65061647, -0.9178899, -0.6716823]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([ 1.82191741e+00,  1.05229385e+02,  7.00000000e+00,  7.00000000e+00,
        2.56777555e-01, -9.18108540e-08,  1.90554440e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([ 2.1447215e+00,  2.0051981e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -3.2862721e-13,  1.9055444e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.0185850e+00, -6.0560478e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -9.1811167e-08,  1.9055444e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.6796393e+00, -1.5403564e+02,  2.0000000e+01,  2.0000000e+01,
        2.4782756e-01,  9.6661388e-08,  1.9055444e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([ 0. , -0.1,  0. ]), array([ 0. , -0.1,  0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.9225812, -2.9225812, -2.9225812, -2.9225812]",0.01,False,31.678991317749023,"[0.7958725, 1.3967668, 1.3754356, 0.6962706]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.78766906,-0.6613125,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.0053973814262119335, -0.005574054273016604, -0.005174222340273538, -0.005507698222433244]",0.03330347687005997,0.013616800308227539,"[-0.77667457, -1.0366619, -0.7975296, -0.5500488]","[-0.4117764, -0.6509087, -0.910896, -0.67124116]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([  1.8237687 , 105.441574  ,   7.        ,   7.        ,
         0.24977821,  -0.13016617,   1.906068  ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([2.1381474e+00, 2.0116297e+01, 7.0000000e+00, 7.0000000e+00,
       2.4921010e-01, 2.0470400e-10, 1.9060680e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  2.0151536 , -60.733807  ,   7.        ,   7.        ,
         0.24977821,   0.13016598,   1.906068  ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.68914652e+00, -1.54192581e+02,  2.00000000e+01,  2.00000000e+01,
        2.37827554e-01,  1.00727114e-07,  1.90606797e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.9226704, -2.9226704, -2.9226704, -2.9226704]",0.01,False,37.02535629272461,"[0.7980118, 1.3906952, 1.3696027, 0.69617194]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.78881,-0.66126484,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005468304566428883, -0.005441514071348408, -0.005432399100043672, -0.005417770651774401]",0.03336537629365921,0.020627737045288086,"[-0.7769668, -1.029668, -0.7972374, -0.55118984]","[-0.4187703, -0.65120095, -0.9039021, -0.6711935]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([  1.825645  , 105.65333   ,   7.        ,   7.        ,
         0.24278358,  -0.40342167,   1.9071215 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([2.1315756e+00, 2.0181009e+01, 7.0000000e+00, 7.0000000e+00,
       2.4106812e-01, 6.3841277e-10, 1.9071215e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  2.011741  , -60.907726  ,   7.        ,   7.        ,
         0.24278358,   0.40342146,   1.9071215 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.69017470e+00, -1.54209427e+02,  2.00000000e+01,  2.00000000e+01,
        2.37827554e-01,  1.00727114e-07,  1.90712154e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.92276, -2.92276, -2.92276, -2.92276]",0.01,False,39.60877990722656,"[0.80020654, 1.3846323, 1.3637807, 0.69607437]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.78996044,-0.6612168,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005488632125603576, -0.005490464136460038, -0.005486687784530542, -0.005490056316222791]",0.03336839750409126,0.027481555938720703,"[-0.77725905, -1.0226741, -0.79694515, -0.5523402]","[-0.4257642, -0.6514932, -0.8969082, -0.67114544]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([  1.8275461 , 105.86465   ,   7.        ,   7.        ,
         0.23579492,  -0.6951744 ,   1.9081839 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([2.1250069e+00, 2.0246122e+01, 7.0000000e+00, 7.0000000e+00,
       2.3291671e-01, 1.1061432e-09, 1.9081839e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  2.0083466 , -61.082233  ,   7.        ,   7.        ,
         0.23579492,   0.6951742 ,   1.9081839 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.69121146e+00, -1.54226395e+02,  2.00000000e+01,  2.00000000e+01,
        2.37827554e-01,  1.00727114e-07,  1.90818393e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.9228504, -2.9228504, -2.9228504, -2.9228504]",0.01,False,139.22012329101562,"[0.8024564, 1.3785784, 1.3579699, 0.6959779]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.7911203,-0.66116834,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489625243385143, -0.005489177043503157, -0.0054890986716276124, -0.005488922336947644]",0.033367861062288284,0.035033226013183594,"[-0.7775513, -1.0156802, -0.7966529, -0.55350006]","[-0.4327581, -0.6517854, -0.88991433, -0.671097]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([  1.8294721, 106.07552  ,   7.       ,   7.       ,   0.2288129,
        -1.0071031,   1.9092551,   0.       ,   0.       ,   0.       ,
         0.       ,   0.       ,   0.       ,   0.       ,   0.       ],
      dtype=float32), array([2.1184406e+00, 2.0311638e+01, 7.0000000e+00, 7.0000000e+00,
       2.2475587e-01, 1.6116491e-09, 1.9092551e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  2.004971 , -61.257328 ,   7.       ,   7.       ,   0.2288129,
         1.0071028,   1.9092551,   0.       ,   0.       ,   0.       ,
         0.       ,   0.       ,   0.       ,   0.       ,   0.       ],
      dtype=float32), array([ 1.69225693e+00, -1.54243484e+02,  2.00000000e+01,  2.00000000e+01,
        2.37827554e-01,  1.00727114e-07,  1.90925515e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.921911, -2.921911, -2.921911, -2.921911]",0.01,False,20.357521057128906,"[0.8047609, 1.3725336, 1.3521703, 0.87001145]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0.0]",-0.7914743,-0.66115266,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489448900270699, -0.00548945869703632, -0.005489401141163253, -0.005489450124865902]",0.03336780518293381,0.04254889488220215,"[-0.7778435, -1.0086863, -0.7963607, -0.5536762]","[-0.43975198, -0.6520776, -0.88292044, -0.6710906]","[-92.39263, -2.392633, 87.60737, 177.60736]","[0, 0, 0, 0]","[array([  1.8314228 , 106.28596   ,   7.        ,   7.        ,
         0.22181985,  -1.1303998 ,   1.9095819 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([2.1118774e+00, 2.0377562e+01, 7.0000000e+00, 7.0000000e+00,
       2.1740152e-01, 2.3382335e-04, 1.9095819e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  2.0016143 , -61.433014  ,   7.        ,   7.        ,
         0.22182162,   1.1303905 ,   1.9095819 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.6924162e+00, -1.5424605e+02,  0.0000000e+00,  0.0000000e+00,
        2.3800565e-01, -4.6076698e-04,  1.9095819e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([ 0.1, -0.1,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,47.4083137512207,"[0.8071194, 1.3664978, 1.3463823, 0.87001145]","[-92.39263, -2.392633, 87.60737, 177.70522]","[0, 0.0]",-0.7914743,-0.66115266,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489430531358641, -0.005489371751046246, -0.005489430531358641, -0.005489401141163253]",0.033367834985256195,0.04985380172729492,"[-0.7781357, -1.0016924, -0.79606843, -0.5536762]","[-0.4467459, -0.65236986, -0.87592655, -0.6710906]","[-92.39263, -2.392633, 87.60737, 177.70522]","[0, 0, 0, 0]","[array([  1.8333981 , 106.49594   ,   7.        ,   7.        ,
         0.21482125,  -1.1672318 ,   1.9095819 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([2.1053169e+00, 2.0443895e+01, 7.0000000e+00, 7.0000000e+00,
       2.1040152e-01, 2.4160258e-04, 1.9095819e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([  1.9982766 , -61.609287  ,   7.        ,   7.        ,
         0.21482302,   1.1672219 ,   1.9095819 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.6924162e+00, -1.5434390e+02, -1.0000000e-01,  1.0000000e-01,
        2.3800565e-01, -9.8309346e-02,  1.9095819e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([-0.1,  0.1,  0. ])]"
"[-1.2932899, -1.2932899, -1.2932899, -1.2932899]",0.01,False,83.48886108398438,"[0.8095316, 1.365201, 1.3406056, 0.8717103]","[-92.39263, -2.392633, 87.60737, 177.81393]","[0, 0.0]",-0.7913446,-0.6612125,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489440328107942, -0.0054894293067656585, -0.005489401141163253, -0.005489439103513849]",0.033367861062288284,0.05699944496154785,"[-0.77842796, -1.0001606, -0.79577625, -0.55357796]","[-0.4537398, -0.6524848, -0.86893266, -0.67108124]","[-92.39263, -2.392633, 87.60737, 177.81393]","[0, 0, 0, 0]","[array([  1.835398 , 106.70547  ,   7.       ,   7.       ,   0.2078744,
        -1.1698251,   1.9094809,   0.       ,   0.       ,   0.       ,
         0.       ,   0.       ,   0.       ,   0.       ,   0.       ],
      dtype=float32), array([ 2.1038961e+00,  2.0459797e+01,  7.0000000e+00,  7.0000000e+00,
        2.0899835e-01, -7.2432542e-04,  1.9094809e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([  1.9949577, -61.78615  ,   7.       ,   7.       ,   0.2077674,
         1.1704273,   1.9094809,   0.       ,   0.       ,   0.       ,
         0.       ,   0.       ,   0.       ,   0.       ,   0.       ],
      dtype=float32), array([   1.6923223 , -154.4516    ,   -0.2       ,    0.        ,
          0.2379713 ,   -0.19068398,    1.9094809 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.3087051, -1.3087051, -1.3087051, -1.3087051]",0.01,False,63.81782150268555,"[0.81199706, 1.3650789, 1.3348408, 0.8733778]","[-92.39263, -2.392633, 87.60737, 177.92265]","[0, 0.0]",-0.7911579,-0.6613036,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489448900270699, -0.005489410937886352, -0.005489430531358641, -0.005489420734618222]",0.03336774557828903,0.06421875953674316,"[-0.7787202, -0.9999737, -0.795484, -0.5533881]","[-0.46073368, -0.6525752, -0.8619387, -0.67108846]","[-92.39263, -2.392633, 87.60737, 177.92265]","[0, 0, 0, 0]","[array([  1.8374224 , 106.91453   ,   7.        ,   7.        ,
         0.20095514,  -1.1558435 ,   1.9093373 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 2.1037464e+00,  2.0463718e+01,  7.0000000e+00,  7.0000000e+00,
        2.0899811e-01, -8.9664193e-04,  1.9093373e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([  1.9916579 , -61.9636    ,   7.        ,   7.        ,
         0.20068182,   1.1574177 ,   1.9093373 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.6921508e+00, -1.5455754e+02, -3.0000001e-01, -1.0000000e-01,
        2.3797105e-01, -2.7921805e-01,  1.9093373e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([0.1, 0.1, 0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([-0.1, -0.1,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,147.48162841796875,"[0.8145152, 1.1940618, 1.3290877, 0.875098]","[-92.39263, -2.392633, 87.60737, 178.03137]","[0, 0.0]",-0.7910894,-0.66134286,-92.39263,0,"[0.052694995, -0.8392317, 0.051304888, 0.1874252]","[-0.005489410937886352, -0.00548945869703632, -0.005489440328107942, -0.005489401141163253]",0.03336780518293381,0.07132315635681152,"[-0.77901244, -0.99995506, -0.79519176, -0.5532806]","[-0.4677276, -0.6525897, -0.8549448, -0.67107725]","[-92.39263, -2.392633, 87.60737, 178.03137]","[0, 0, 0, 0]","[array([  1.8394712 , 107.12314   ,   7.        ,   7.        ,
         0.19399156,  -1.1766453 ,   1.9092867 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 2.1037333e+00,  2.0464251e+01,  0.0000000e+00,  0.0000000e+00,
        2.0904897e-01, -7.1187378e-03,  1.9092867e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([  1.9883772 , -62.14164   ,   7.        ,   7.        ,
         0.19364546,   1.1787483 ,   1.9092867 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([   1.6920477 , -154.66516   ,   -0.4       ,   -0.2       ,
          0.23800798,   -0.37540036,    1.9092867 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([0.1, 0. , 0. ]), array([0.1, 0. , 0. ]), array([-0.1, -0.1,  0. ])]"
