reward,epsilon,termination,loss,force magnitude,force angle,average force vector,cyl_x_pos,cyl_y_pos,cyl_angle,gate_stats,obstacle_stats,intention_reward,intention_heading,run_time,robots_x_pos,robots_y_pos,robot_angle,robot_failures,env_observations,agent_actions
"[-2.0, -2.0, -2.0, -2.496632]",0.01,False,91.43637084960938,"[1.2302681, 0.79735166, 1.4122515, 2.060662]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.0606108,0.64574766,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[0.0, 0.0, 0.0, 0.0]",0.03658602386713028,0.006747245788574219,"[-1.1450553, -0.8181157, -0.9761661, -1.2946535]","[0.40325266, 0.561303, 0.88824266, 0.72724897]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([ 2.1826303e+00, -8.1447098e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01,  9.1808609e-08,  2.1594229e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.9027890e+00, -1.7795714e+02,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01,  9.1808253e-08,  2.1594229e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1666119e+00,  8.4996918e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -9.1810435e-08,  2.1594229e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([2.4071407e+00, 1.6147029e+00, 2.0000000e+01, 2.0000000e+01,
       2.4782756e-01, 9.6663769e-08, 2.1594229e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 2.8675058e-01,
       2.0988159e-01, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([ 0.1, -0.1,  0. ]), array([ 0. , -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.0004936, -1.0004936, -1.0004936, -1.1701992]",0.01,False,35.6317253112793,"[1.2291522, 0.8039692, 1.4086876, 2.0501802]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.0600748,0.64556104,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006598147317204428, -0.007190125498673705, -0.005977361537512382, -0.007213828766459485]",0.03692794218659401,0.013630151748657227,"[-1.1427534, -0.8247264, -0.9784682, -1.2846739]","[0.4098633, 0.56360507, 0.88163203, 0.7237737]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([  2.1816003 , -81.62889   ,   7.        ,   7.        ,
         0.24977821,  -0.13016598,   2.1588557 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9097846e+00, -1.7796463e+02,  7.0000000e+00,  7.0000000e+00,
        2.4921010e-01,  9.4595926e-08,  2.1588557e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1660128 , 85.18138   ,  7.        ,  7.        ,  0.24977821,
        0.13016598,  2.1588557 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3965774e+00, 1.6218219e+00, 2.0000000e+01, 2.0000000e+01,
       2.3782755e-01, 1.0072958e-07, 2.1588557e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 1.0713978e-01,
       6.2565796e-02, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.0004942, -1.0004942, -1.0004942, -1.068424]",0.01,False,34.057518005371094,"[1.2280751, 0.8105931, 1.4051496, 2.0490475]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.0589964,0.6451855,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006721911886209853, -0.007048888561678068, -0.006080957989939684, -0.00688827480065346]",0.03725149482488632,0.02088308334350586,"[-1.1404513, -0.83133703, -0.9807702, -1.2835954]","[0.41647395, 0.5659071, 0.87502134, 0.72339815]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([  2.180592  , -81.81086   ,   7.        ,   7.        ,
         0.24278358,  -0.40342146,   2.1577141 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9167801e+00, -1.7797206e+02,  7.0000000e+00,  7.0000000e+00,
        2.4106812e-01,  9.7790753e-08,  2.1577141e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.165436  , 85.36594   ,  7.        ,  7.        ,  0.24278358,
        0.40342146,  2.1577141 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3954358e+00, 1.6225950e+00, 2.0000000e+01, 2.0000000e+01,
       2.3782755e-01, 1.0072958e-07, 2.1577141e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 5.0571192e-02,
       1.7358523e-02, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.0004947, -1.0004947, -1.0004947, -1.0594432]",0.01,False,24.441823959350586,"[1.2270372, 0.81722337, 1.4016376, 2.0479054]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.057909,0.6448068,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006840084004746783, -0.006981775249229605, -0.006611443145048801, -0.006949439015596193]",0.03734542056918144,0.027791500091552734,"[-1.1381493, -0.83794767, -0.9830722, -1.282508]","[0.4230846, 0.5682092, 0.8684107, 0.7230195]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([  2.1796062 , -81.993     ,   7.        ,   7.        ,
         0.23579492,  -0.6951742 ,   2.1565633 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9237758e+00, -1.7797943e+02,  7.0000000e+00,  7.0000000e+00,
        2.3291671e-01,  1.0121301e-07,  2.1565633e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1648817 , 85.5506    ,  7.        ,  7.        ,  0.23579492,
        0.6951742 ,  2.1565633 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3942850e+00, 1.6233752e+00, 2.0000000e+01, 2.0000000e+01,
       2.3782755e-01, 1.0072958e-07, 2.1565633e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 4.5557208e-02,
       1.3391254e-02, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.0004953, -1.0004953, -1.0004953, -1.0507317]",0.01,False,136.62506103515625,"[1.2260382, 0.8238597, 1.3981519, 2.0467541]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.0568128,0.6444251,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006874580976424904, -0.006942246976550659, -0.006765796465051044, -0.006944208824760323]",0.03735828772187233,0.035333871841430664,"[-1.1358472, -0.8445583, -0.9853743, -1.2814118]","[0.42969525, 0.5705112, 0.8618001, 0.7226377]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([  2.178642 , -82.17529  ,   7.       ,   7.       ,   0.2288129,
        -1.0071028,   2.1554031,   0.       ,   0.       ,   0.       ,
         0.       ,   0.       ,   0.       ,   0.       ,   0.       ],
      dtype=float32), array([ 1.93077147e+00, -1.77986755e+02,  7.00000000e+00,  7.00000000e+00,
        2.24755868e-01,  1.04887945e-07,  2.15540314e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([ 2.1643498, 85.735344 ,  7.       ,  7.       ,  0.2288129,
        1.0071028,  2.1554031,  0.       ,  0.       ,  0.       ,
        0.       ,  0.       ,  0.       ,  0.       ,  0.       ],
      dtype=float32), array([2.3931246e+00, 1.6241626e+00, 2.0000000e+01, 2.0000000e+01,
       2.3782755e-01, 1.0072958e-07, 2.1554031e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 4.0689532e-02,
       9.5468704e-03, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.0005774, -1.0005774, -1.0005774, -1.0423661]",0.01,False,21.55847930908203,"[1.2250785, 0.830502, 1.3946925, 1.470956]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0.0]",-1.0564784,0.6443077,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006879313548360355, -0.006935629669960641, -0.006788951986885006, -0.006937623614582167]",0.03736978396773338,0.04247021675109863,"[-1.1335452, -0.85116893, -0.9876763, -1.281245]","[0.43630588, 0.5728133, 0.85518944, 0.72258073]","[70.800224, 160.80023, -109.199776, -19.199774]","[0, 0, 0, 0]","[array([  2.1777    , -82.35775   ,   7.        ,   7.        ,
         0.22181985,  -1.1303996 ,   2.1550488 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9377671e+00, -1.7799403e+02,  7.0000000e+00,  7.0000000e+00,
        2.1740152e-01,  2.3392997e-04,  2.1550488e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1638405 , 85.92018   ,  7.        ,  7.        ,  0.22182162,
        1.1303905 ,  2.1550488 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.3929484e+00,  1.6242576e+00,  0.0000000e+00,  0.0000000e+00,
        2.3800565e-01, -4.6076695e-04,  2.1550488e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  3.5965670e-02,
        5.8230329e-03,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0405324]",0.01,False,15.391365051269531,"[1.224158, 0.83715016, 1.3912598, 1.4723445]","[70.800224, 160.80023, -109.199776, -19.248697]","[0, 0.0]",-1.0564784,0.6443077,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006883543269897929, -0.006930286371338856, -0.006807618756899836, -0.006931964529375723]",0.03737719729542732,0.04973888397216797,"[-1.1312431, -0.8577796, -0.9899784, -1.2812024]","[0.4429165, 0.57511526, 0.8485788, 0.72256595]","[70.800224, 160.80023, -109.199776, -19.248697]","[0, 0, 0, 0]","[array([  2.1767802 , -82.54037   ,   7.        ,   7.        ,
         0.21482125,  -1.1672316 ,   2.1550488 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9447628e+00, -1.7800125e+02,  7.0000000e+00,  7.0000000e+00,
        2.1040152e-01,  2.4171267e-04,  2.1550488e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.163354  , 86.1051    ,  7.        ,  7.        ,  0.21482302,
        1.1672219 ,  2.1550488 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3929033 , 1.6732124 , 0.1       , 0.        , 0.23796067,
       0.04846347, 2.1550488 , 0.        , 0.        , 0.        ,
       0.        , 0.03526276, 0.00526952, 0.        , 0.        ],
      dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([0.1, 0. , 0. ])]"
"[-2.0, -2.0, -2.0, -2.0402327]",0.01,False,91.70658874511719,"[1.223277, 0.83852196, 1.3878539, 1.4738306]","[70.800224, 160.80023, -109.199776, -19.351982]","[0, 0.0]",-1.0565319,0.6443059,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006886271483113271, -0.006926775274415764, -0.006821379722026566, -0.006931481694311126]",0.037378549575805664,0.056844234466552734,"[-1.128941, -0.85915637, -0.9922804, -1.2812032]","[0.44952717, 0.57557255, 0.8419682, 0.72267133]","[70.800224, 160.80023, -109.199776, -19.351982]","[0, 0, 0, 0]","[array([  2.1758826 , -82.72313   ,   7.        ,   7.        ,
         0.20780239,  -1.1928736 ,   2.1550994 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9462132e+00, -1.7800212e+02,  7.0000000e+00,  7.0000000e+00,
        2.0900096e-01, -1.9164600e-04,  2.1550994e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1628897 , 86.29011   ,  7.        ,  7.        ,  0.20784281,
        1.1926415 ,  2.1550994 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3929358 , 1.7740959 , 0.2       , 0.        , 0.23794599,
       0.12317774, 2.1550994 , 0.        , 0.        , 0.        ,
       0.        , 0.03487482, 0.00535786, 0.        , 0.        ],
      dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([0.1, 0. , 0. ])]"
"[-2.0, -2.0, -2.0, -2.0402775]",0.01,False,247.05389404296875,"[1.2224352, 0.83852196, 1.384475, 1.4752927]","[70.800224, 160.80023, -109.199776, -19.509626]","[0, 0.0]",-1.0565319,0.6443059,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.006886769200199039, -0.006926192240364504, -0.0068237489481584035, -0.006931086910001771]",0.03737867251038551,0.06395983695983887,"[-1.126639, -0.85915637, -0.9945824, -1.2811526]","[0.4561378, 0.57557255, 0.8353575, 0.7228155]","[70.800224, 160.80023, -109.199776, -19.509626]","[0, 0, 0, 0]","[array([  2.1750069 , -82.906044  ,   7.        ,   7.        ,
         0.20080395,  -1.234454  ,   2.1550994 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9462132e+00, -1.7800212e+02,  7.0000000e+00,  7.0000000e+00,
        2.0900096e-01, -1.9148749e-04,  2.1550994e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.162448  , 86.4752    ,  7.        ,  7.        ,  0.20084438,
        1.2342055 ,  2.1550994 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3929312 , 1.928085  , 0.3       , 0.        , 0.23794578,
       0.2440393 , 2.1550994 , 0.        , 0.        , 0.        ,
       0.        , 0.03443448, 0.00584312, 0.        , 0.        ],
      dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([ 0.1, -0.1,  0. ]), array([0.1, 0. , 0. ])]"
"[-2.0, -2.0, -2.0, -2.0399568]",0.01,False,27.353235244750977,"[1.2216331, 1.0341341, 1.3811233, 1.4767649]","[70.800224, 160.80023, -109.199776, -19.721632]","[0, 0.0]",-1.0565319,0.6443059,70.800224,0,"[0.050045118, 0.8011094, 0.054736875, 0.73862994]","[-0.0068868144480955795, -0.006926005234622057, -0.006824294910910633, -0.0069311749445566395]",0.03737902641296387,0.0710747241973877,"[-1.124337, -0.85915637, -0.99688447, -1.2810861]","[0.46274847, 0.57557255, 0.82874686, 0.72300404]","[70.800224, 160.80023, -109.199776, -19.721632]","[0, 0, 0, 0]","[array([  2.1741536 , -83.0891    ,   7.        ,   7.        ,
         0.19380563,  -1.2790374 ,   2.1550994 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32), array([ 1.9462132e+00, -1.7800212e+02,  0.0000000e+00,  0.0000000e+00,
        2.0900096e-01, -1.9146998e-04,  2.1550994e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1620288 , 86.66035   ,  7.        ,  7.        ,  0.19384606,
        1.2787706 ,  2.1550994 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([2.3929248 , 2.1353054 , 0.4       , 0.        , 0.23794526,
       0.40790018, 2.1550994 , 0.        , 0.        , 0.        ,
       0.        , 0.03354573, 0.00641108, 0.        , 0.        ],
      dtype=float32)]","[array([0.1, 0. , 0. ]), array([0., 0., 0.]), array([0. , 0.1, 0. ]), array([0.1, 0. , 0. ])]"
