reward,epsilon,termination,loss,force magnitude,force angle,average force vector,cyl_x_pos,cyl_y_pos,cyl_angle,gate_stats,obstacle_stats,intention_reward,intention_heading,run_time,robots_x_pos,robots_y_pos,robot_angle,robot_failures,env_observations,agent_actions
"[-2.0, -2.0475497, -2.0, -2.0]",0.01,False,1.8402050733566284,"[1.3372039, 1.5971657, 1.125369, 0.39907694]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.5279896,-1.0180324,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[0.0, 0.0, 0.0, 0.0]",0.17224770784378052,0.006769895553588867,"[-0.77806646, -0.58626723, -0.27791274, -0.47174326]","[-0.95975477, -1.2681092, -1.07631, -0.77667195]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 2.0205567e+00,  4.1477055e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -9.1807216e-08,  1.8360671e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.0308483e+00, -3.8242100e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -9.1807237e-08,  1.8360671e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  4.7549784e-02,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 1.67077947e+00, -1.26776535e+02,  7.00000000e+00,  7.00000000e+00,
        2.56777555e-01, -9.18082321e-08,  1.83606708e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([ 1.6641057e+00,  1.3093964e+02,  2.0000000e+01,  2.0000000e+01,
        2.4782756e-01, -9.6661239e-08,  1.8360671e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.7290154, -2.7360632, -2.7290154, -2.7290154]",0.01,False,3.8644046783447266,"[1.3333232, 1.5902771, 1.1242867, 0.4065926]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.5281184,-1.018585,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14287393879610477, -0.1409194767891928, -0.14332290266873604, -0.14043659075676174]",0.17241914570331573,0.013732671737670898,"[-0.7712491, -0.58467853, -0.28473008, -0.47414163]","[-0.96134347, -1.2612919, -1.0747213, -0.78696364]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 2.0153174 , 41.608864  ,  7.        ,  7.        ,  0.24977821,
       -0.13016617,  1.8364806 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.0253551e+00, -3.8364674e+01,  7.0000000e+00,  7.0000000e+00,
        2.4921010e-01, -9.4595052e-08,  1.8364806e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  7.0478399e-03,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.6749798 , -126.96833   ,    7.        ,    7.        ,
          0.24977821,    0.13016598,    1.8364806 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([ 1.6710491e+00,  1.3121335e+02,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01, -1.0072689e-07,  1.8364806e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.7293067, -2.7293067, -2.7293067, -2.7293067]",0.01,False,5.4243550300598145,"[1.3294683, 1.5833894, 1.123247, 0.4074129]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.5283776,-1.0196972,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14315149334658273, -0.14364514247566385, -0.1433304613423826, -0.14356578981552015]",0.17202334105968475,0.020981788635253906,"[-0.7644318, -0.5830898, -0.29154742, -0.47440082]","[-0.96293217, -1.2544745, -1.0731326, -0.78807586]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 2.010089  , 41.74136   ,  7.        ,  7.        ,  0.24278358,
       -0.40342167,  1.8373134 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.0198712e+00, -3.8487915e+01,  7.0000000e+00,  7.0000000e+00,
        2.4106812e-01, -9.7790036e-08,  1.8373134e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.6791987 , -127.159164  ,    7.        ,    7.        ,
          0.24278358,    0.40342146,    1.8373134 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([ 1.6718018e+00,  1.3124278e+02,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01, -1.0072690e-07,  1.8373134e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.7295997, -2.7295997, -2.7295997, -2.7295997]",0.01,False,2.023895502090454,"[1.3256389, 1.5765028, 1.1222501, 0.40824154]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.5286389,-1.0208186,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14251106898619592, -0.14253568544691764, -0.14254917475092743, -0.14252939866905734]",0.17204684019088745,0.02794957160949707,"[-0.7576145, -0.5815011, -0.29836473, -0.47466213]","[-0.9645209, -1.2476572, -1.0715439, -0.7891972]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 2.0048714 , 41.874546  ,  7.        ,  7.        ,  0.23579492,
       -0.6951744 ,  1.8381532 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.01439667e+00, -3.86118279e+01,  7.00000000e+00,  7.00000000e+00,
        2.32916713e-01, -1.01212514e-07,  1.83815324e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32), array([   1.6834362 , -127.34903   ,    7.        ,    7.        ,
          0.23579492,    0.6951742 ,    1.8381532 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([ 1.67256105e+00,  1.31272446e+02,  2.00000000e+01,  2.00000000e+01,
        2.37827554e-01, -1.00726886e-07,  1.83815324e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,
        0.00000000e+00,  0.00000000e+00,  0.00000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.7298949, -2.7298949, -2.7298949, -2.7298949]",0.01,False,26.660301208496094,"[1.3218356, 1.569617, 1.1212959, 0.40907854]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.52890235,-1.0219492,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14254905430810583, -0.14256256828575187, -0.14255237854722735, -0.1425603761386769]",0.17205415666103363,0.03533053398132324,"[-0.75079715, -0.5799124, -0.30518207, -0.47492558]","[-0.9661096, -1.24084, -1.0699552, -0.7903278]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 1.9996645, 42.008427 ,  7.       ,  7.       ,  0.2288129,
       -1.0071031,  1.8390003,  0.       ,  0.       ,  0.       ,
        0.       ,  0.       ,  0.       ,  0.       ,  0.       ],
      dtype=float32), array([ 2.0089319e+00, -3.8736412e+01,  7.0000000e+00,  7.0000000e+00,
        2.2475587e-01, -1.0488760e-07,  1.8390003e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.687692 , -127.53795  ,    7.       ,    7.       ,
          0.2288129,    1.0071028,    1.8390003,    0.       ,
          0.       ,    0.       ,    0.       ,    0.       ,
          0.       ,    0.       ,    0.       ], dtype=float32), array([ 1.6733271e+00,  1.3130232e+02,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01, -1.0072690e-07,  1.8390003e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.7282717, -2.7282717, -2.7282717, -2.7282717]",0.01,False,1.6227476596832275,"[1.3180585, 1.5627325, 1.1203847, 0.92221594]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0.0]",-0.5289819,-1.0222944,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14256088201738992, -0.14256146016550542, -0.14256131562837504, -0.1425612674493466]",0.17205433547496796,0.04271721839904785,"[-0.7439798, -0.5783237, -0.3119994, -0.4749666]","[-0.9676983, -1.2340226, -1.0683665, -0.7904992]","[-13.118018, 76.88198, 166.88199, -103.11802]","[0, 0, 0, 0]","[array([ 1.9944687 , 42.143005  ,  7.        ,  7.        ,  0.22182162,
       -1.1303908 ,  1.8392584 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.0034764e+00, -3.8861679e+01,  7.0000000e+00,  7.0000000e+00,
        2.1740152e-01, -2.3392997e-04,  1.8392584e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.6919662 , -127.725914  ,    7.        ,    7.        ,
          0.22181985,    1.1303996 ,    1.8392584 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.6734442e+00, 1.3130682e+02, 0.0000000e+00, 0.0000000e+00,
       2.3800565e-01, 4.6076698e-04, 1.8392584e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,2.4565000534057617,"[1.3143078, 1.5558488, 1.1195165, 0.9235987]","[-13.118018, 76.88198, 166.88199, -103.06909]","[0, 0.0]",-0.52898043,-1.0222903,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.1425611710913124, -0.14256131562837504, -0.14256121927032572, -0.14256131562837504]",0.1720542460680008,0.05003190040588379,"[-0.7371625, -0.576735, -0.31881675, -0.47497055]","[-0.969287, -1.2272053, -1.0667778, -0.79049414]","[-13.118018, 76.88198, 166.88199, -103.06909]","[0, 0, 0, 0]","[array([ 1.9892839 , 42.278286  ,  7.        ,  7.        ,  0.21482347,
       -1.166082  ,  1.839255  ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 1.9980305e+00, -3.8987625e+01,  7.0000000e+00,  7.0000000e+00,
        2.1040578e-01, -3.8438669e-04,  1.8392550e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.6962583 , -127.912926  ,    7.        ,    7.        ,
          0.21482064,    1.1660972 ,    1.839255  ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([ 1.6734452e+00,  1.3125769e+02, -1.0000000e-01,  0.0000000e+00,
        2.3800541e-01, -4.7130816e-02,  1.8392550e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.0580885, -1.0580885, -1.0580885, -1.0580885]",0.01,False,1.4260039329528809,"[1.3105837, 1.5543264, 1.1186914, 0.9248915]","[-13.118018, 76.88198, 166.88199, -102.96581]","[0, 0.0]",-0.52889156,-1.0221708,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14256102655431735, -0.14256090610687322, -0.14256107473330815, -0.14256107473330815]",0.17205418646335602,0.057047128677368164,"[-0.73034513, -0.57633156, -0.32563406, -0.47496217]","[-0.9708757, -1.22572, -1.0651891, -0.7903932]","[-13.118018, 76.88198, 166.88199, -102.96581]","[0, 0, 0, 0]","[array([ 1.9841104 , 42.414272  ,  7.        ,  7.        ,  0.20788151,
       -1.1673541 ,  1.8391147 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 1.9968002e+00, -3.9014145e+01,  7.0000000e+00,  7.0000000e+00,
        2.0900448e-01, -1.3625480e-03,  1.8391147e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.7005686 , -128.099     ,    7.        ,    7.        ,
          0.20775993,    1.1680372 ,    1.8391147 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([  1.6733903 , 131.15149   ,  -0.2       ,   0.        ,
         0.23796898,  -0.13256405,   1.8391147 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.0323896, -1.0323896, -1.0323896, -1.0323896]",0.01,False,10.073790550231934,"[1.3068866, 1.554171, 1.1179096, 0.92613447]","[-13.118018, 76.88198, 166.88199, -102.80817]","[0, 0.0]",-0.528783,-1.0220486,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.14256093019635818, -0.14256107473330815, -0.1425611229123065, -0.14256088201738992]",0.17205433547496796,0.06418204307556152,"[-0.7235278, -0.5762234, -0.3324514, -0.47492963]","[-0.9724644, -1.2255977, -1.0636004, -0.7902519]","[-13.118018, 76.88198, 166.88199, -102.80817]","[0, 0, 0, 0]","[array([ 1.978948 , 42.550972 ,  7.       ,  7.       ,  0.200958 ,
       -1.1666193,  1.8389565,  0.       ,  0.       ,  0.       ,
        0.       ,  0.       ,  0.       ,  0.       ,  0.       ],
      dtype=float32), array([ 1.9966396e+00, -3.9015011e+01,  7.0000000e+00,  7.0000000e+00,
        2.0900437e-01, -1.4593889e-03,  1.8389565e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.7048966, -128.28412  ,    7.       ,    7.       ,
          0.2006805,    1.1682324,    1.8389565,    0.       ,
          0.       ,    0.       ,    0.       ,    0.       ,
          0.       ,    0.       ,    0.       ], dtype=float32), array([  1.6732948 , 130.99011   ,  -0.3       ,   0.        ,
         0.23797038,  -0.27134833,   1.8389565 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,77.7607192993164,"[1.3032166, 1.3542811, 1.117171, 0.92741793]","[-13.118018, 76.88198, 166.88199, -102.59616]","[0, 0.0]",-0.52874064,-1.0220014,-13.118019,0,"[0.04986263, -0.3436509, 0.049551766, 0.27192697]","[-0.1425611710913124, -0.142560978375334, -0.1425611951808181, -0.14256088201738992]",0.17205432057380676,0.07138252258300781,"[-0.71671045, -0.57620895, -0.33926874, -0.4749199]","[-0.9740531, -1.2255858, -1.0620117, -0.79014885]","[-13.118018, 76.88198, 166.88199, -102.59616]","[0, 0, 0, 0]","[array([ 1.973797  , 42.68838   ,  7.        ,  7.        ,  0.19398887,
       -1.1921111 ,  1.838895  ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 1.9966209e+00, -3.9015026e+01,  0.0000000e+00,  0.0000000e+00,
        2.0904507e-01, -6.7233043e-03,  1.8388950e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([   1.7092423 , -128.4683    ,    7.        ,    7.        ,
          0.19365029,    1.1941955 ,    1.838895  ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([  1.6732376 , 130.77515   ,  -0.4       ,   0.        ,
         0.23801738,  -0.47265917,   1.838895  ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
