reward,epsilon,termination,loss,force magnitude,force angle,average force vector,cyl_x_pos,cyl_y_pos,cyl_angle,gate_stats,obstacle_stats,intention_reward,intention_heading,run_time,robots_x_pos,robots_y_pos,robot_angle,robot_failures,env_observations,agent_actions
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,24.216815948486328,"[0.8208622, 0.8031386, 1.4275465, 1.7646197]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0290035,0.29134494,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[0.0, 0.0, 0.0, 0.0]",-0.006663357373327017,0.010545492172241211,"[-0.9084237, -0.80229837, -1.1495833, -1.2478068]","[0.0646398, 0.41192475, 0.5180501, 0.17496796]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([ 1.9095181e+00, -1.1994750e+02,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01,  6.1932100e-13,  2.0498140e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([1.8487730e+00, 1.3911829e+02, 7.0000000e+00, 7.0000000e+00,
       2.5677755e-01, 2.6940464e-13, 2.0498140e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.2111275e+00,  4.8442497e+01,  7.0000000e+00,  7.0000000e+00,
        2.5677755e-01, -1.9198950e-13,  2.0498140e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.2546062e+00, -3.2458488e+01,  2.0000000e+01,  2.0000000e+01,
        2.4782756e-01,  1.6138430e-12,  2.0498140e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([-0.1, -0.1,  0. ]), array([0., 0., 0.]), array([ 0. , -0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.1929182, -1.1929182, -1.1929182, -1.1929182]",0.01,False,8.482410430908203,"[0.823275, 0.8058761, 1.4216624, 1.7550331]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0285026,0.29161143,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-0.00021909885233017956, -6.788722564177174e-05, -1.0329166592049077e-06, -4.066359138299447e-09]",6.439676508307457e-05,0.021796703338623047,"[-0.91171086, -0.8084786, -1.1462963, -1.238477]","[0.07082, 0.40863764, 0.5118699, 0.17993031]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([   1.9130222 , -120.129166  ,    7.        ,    7.        ,
          0.24977821,   -0.13016608,    2.049356  ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8540710e+00, 1.3925987e+02, 7.0000000e+00, 7.0000000e+00,
       2.4921010e-01, 1.6910369e-13, 2.0493560e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.20649   , 48.578514  ,  7.        ,  7.        ,  0.24977821,
        0.13016608,  2.049356  ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.2456968e+00, -3.2603188e+01,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01,  1.7786576e-12,  2.0493560e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.1931126, -1.1931126, -1.1931126, -1.1931126]",0.01,False,10.847193717956543,"[0.8257402, 0.80866486, 1.4157885, 1.7539978]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0274943,0.2921477,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-2.046434510738493e-08, -1.2769251767075218e-08, -1.298146834471936e-08, -1.0663654292919489e-08]",2.0248349756002426e-05,0.03449559211730957,"[-0.91499794, -0.81465876, -1.1430091, -1.2374687]","[0.07700019, 0.40535054, 0.5056897, 0.18046658]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([   1.9165454 , -120.31016   ,    7.        ,    7.        ,
          0.24278358,   -0.40342155,    2.0484343 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.85938036e+00, 1.39400635e+02, 7.00000000e+00, 7.00000000e+00,
       2.41068125e-01, 1.12145536e-13, 2.04843426e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,
       0.00000000e+00, 0.00000000e+00, 0.00000000e+00], dtype=float32), array([ 2.2018652 , 48.7151    ,  7.        ,  7.        ,  0.24278358,
        0.40342155,  2.0484343 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.2447348e+00, -3.2618893e+01,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01,  1.7786576e-12,  2.0484343e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.193309, -1.193309, -1.193309, -1.193309]",0.01,False,4.59179162979126,"[0.8282572, 0.8115044, 1.4099249, 1.752954]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0264777,0.29268837,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-2.023247569482578e-09, -6.0163852788619465e-09, -2.4069713666641235e-08, -3.3505496599417484e-08]",8.685281500220299e-05,0.044200897216796875,"[-0.9182851, -0.820839, -1.139722, -1.2364522]","[0.08318039, 0.4020634, 0.4995095, 0.18100727]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([   1.9200877 , -120.490486  ,    7.        ,    7.        ,
          0.23579492,   -0.69517434,    2.0475054 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8647009e+00, 1.3954060e+02, 7.0000000e+00, 7.0000000e+00,
       2.3291671e-01, 5.1207489e-14, 2.0475054e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.1972528 , 48.85226   ,  7.        ,  7.        ,  0.23579492,
        0.69517434,  2.0475054 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.2437651e+00, -3.2634743e+01,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01,  1.7786576e-12,  2.0475054e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1, -0.1,  0. ])]"
"[-1.1935071, -1.1935071, -1.1935071, -1.1935071]",0.01,False,7.333266735076904,"[0.83082557, 0.81439424, 1.4040716, 1.751902]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0254529,0.29323348,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.722524333227284e-08, -3.702274298245101e-08, -3.714864282855501e-08, -3.7276354114545995e-08]",8.709123358130455e-05,0.05326128005981445,"[-0.9215722, -0.82701916, -1.1364349, -1.2354273]","[0.08936059, 0.3987763, 0.49332932, 0.1815524]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([   1.9236488, -120.67015  ,    7.       ,    7.       ,
          0.2288129,   -1.007103 ,    2.046569 ,    0.       ,
          0.       ,    0.       ,    0.       ,    0.       ,
          0.       ,    0.       ,    0.       ], dtype=float32), array([ 1.8700325e+00,  1.3967978e+02,  7.0000000e+00,  7.0000000e+00,
        2.2475587e-01, -2.1226730e-14,  2.0465691e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32), array([ 2.1926532, 48.99     ,  7.       ,  7.       ,  0.2288129,
        1.007103 ,  2.046569 ,  0.       ,  0.       ,  0.       ,
        0.       ,  0.       ,  0.       ,  0.       ,  0.       ],
      dtype=float32), array([ 2.2427876e+00, -3.2650734e+01,  2.0000000e+01,  2.0000000e+01,
        2.3782755e-01,  1.7719709e-12,  2.0465691e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-1.1920893, -1.1920893, -1.1920893, -1.1920893]",0.01,False,16.16007423400879,"[0.83344483, 0.8173338, 1.3982289, 1.2485547]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0.0]",-1.0251396,0.2933991,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.742989695965093e-08, -3.742989695965093e-08, -3.7634308891476564e-08, -3.7840082289797294e-08]",8.759694173932076e-05,0.06183815002441406,"[-0.9248593, -0.8331994, -1.1331477, -1.2352722]","[0.095540784, 0.39548916, 0.48714912, 0.18163607]","[118.00759, -151.9924, -61.992405, 28.007595]","[0, 0, 0, 0]","[array([   1.9272289 , -120.84915   ,    7.        ,    7.        ,
          0.22181985,   -1.1303997 ,    2.0462828 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8753750e+00, 1.3981816e+02, 7.0000000e+00, 7.0000000e+00,
       2.1740152e-01, 2.3382153e-04, 2.0462828e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.1880662 , 49.12832   ,  7.        ,  7.        ,  0.22182162,
        1.1303906 ,  2.0462828 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([ 2.2426398e+00, -3.2653187e+01,  0.0000000e+00,  0.0000000e+00,
        2.3800565e-01, -4.6086762e-04,  2.0462828e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00,  0.0000000e+00,
        0.0000000e+00,  0.0000000e+00,  0.0000000e+00], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0. ,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,11.290654182434082,"[0.83611447, 0.82032263, 1.3923969, 1.2473885]","[118.00759, -151.9924, -61.992405, 27.95867]","[0, 0.0]",-1.025143,0.29339665,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.7865843460771487e-08, -3.781352531095905e-08, -3.783927737810444e-08, -3.7840082289797294e-08]",8.762581273913383e-05,0.07112431526184082,"[-0.9281464, -0.83937955, -1.1298606, -1.2352781]","[0.10172098, 0.39220205, 0.48096892, 0.1816386]","[118.00759, -151.9924, -61.992405, 27.95867]","[0, 0, 0, 0]","[array([   1.9308277 , -121.02748   ,    7.        ,    7.        ,
          0.21482064,   -1.1660973 ,    2.0462859 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8807285e+00, 1.3995576e+02, 7.0000000e+00, 7.0000000e+00,
       2.1040578e-01, 3.8427467e-04, 2.0462859e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.183492  , 49.267216  ,  7.        ,  7.        ,  0.21482347,
        1.1660819 ,  2.0462859 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([  2.242646  , -32.604317  ,   0.        ,  -0.1       ,
         0.23800541,   0.04713072,   2.0462859 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([ 0. , -0.1,  0. ])]"
"[-2.5003252, -2.5003252, -2.5003252, -2.5003252]",0.01,False,178.32684326171875,"[0.83883405, 0.82093155, 1.3865757, 1.2463032]","[118.00759, -151.9924, -61.992405, 27.855385]","[0, 0.0]",-1.0252361,0.2932787,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.789080793570321e-08, -3.7814329889584997e-08, -3.7968169386282113e-08, -3.7865038216011726e-08]",8.756620809435844e-05,0.08039069175720215,"[-0.93143356, -0.8407095, -1.1265734, -1.2353737]","[0.107901186, 0.3914262, 0.47478873, 0.18160482]","[118.00759, -151.9924, -61.992405, 27.855385]","[0, 0, 0, 0]","[array([   1.9344451 , -121.20515   ,    7.        ,    7.        ,
          0.20775884,   -1.1678042 ,    2.046361  ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8818676e+00, 1.3998730e+02, 7.0000000e+00, 7.0000000e+00,
       2.0900479e-01, 3.8992509e-04, 2.0463610e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.1789308 , 49.406693  ,  7.        ,  7.        ,  0.20788255,
        1.1671093 ,  2.046361  ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([  2.2427385 , -32.499973  ,   0.        ,  -0.2       ,
         0.23796825,   0.13221963,   2.046361  ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([ 0. , -0.1,  0. ])]"
"[-2.4276278, -2.4276278, -2.4276278, -2.4276278]",0.01,False,21.27959442138672,"[0.84160304, 0.82092375, 1.3807654, 1.24524]","[118.00759, -151.9924, -61.992405, 27.69774]","[0, 0.0]",-1.0253261,0.29314294,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.783927737810444e-08, -3.7968975630242596e-08, -3.7968975630242596e-08, -3.794237346532725e-08]",8.747680112719536e-05,0.0904695987701416,"[-0.9347207, -0.8407997, -1.1232864, -1.235502]","[0.11408138, 0.39129072, 0.46860853, 0.18153705]","[118.00759, -151.9924, -61.992405, 27.69774]","[0, 0, 0, 0]","[array([   1.9380811 , -121.38215   ,    7.        ,    7.        ,
          0.20067982,   -1.1681011 ,    2.0464308 ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8819277e+00, 1.3999191e+02, 7.0000000e+00, 7.0000000e+00,
       2.0900479e-01, 4.7685445e-04, 2.0464308e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.1743824 , 49.546757  ,  7.        ,  7.        ,  0.20095865,
        1.1664801 ,  2.0464308 ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([  2.2428608 , -32.340336  ,   0.        ,  -0.3       ,
         0.23797005,   0.27109858,   2.0464308 ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([ 0. , -0.1,  0. ])]"
"[-2.0, -2.0, -2.0, -2.0]",0.01,False,22.940200805664062,"[0.84442097, 0.92739016, 1.3749663, 1.244148]","[118.00759, -151.9924, -61.992405, 27.485735]","[0, 0.0]",-1.0253736,0.2930884,118.00759,0,"[0.056912158, -0.6611131, 0.050793964, -0.4041028]","[-3.7762047488953954e-08, -3.789161329148527e-08, -3.794237346532725e-08, -3.7865038216011726e-08]",8.759694173932076e-05,0.10116887092590332,"[-0.9380078, -0.84080756, -1.1199993, -1.2356046]","[0.12026158, 0.39127374, 0.46242833, 0.18149541]","[118.00759, -151.9924, -61.992405, 27.485735]","[0, 0, 0, 0]","[array([   1.9417356 , -121.55849   ,    7.        ,    7.        ,
          0.19365405,   -1.1905248 ,    2.04647   ,    0.        ,
          0.        ,    0.        ,    0.        ,    0.        ,
          0.        ,    0.        ,    0.        ], dtype=float32), array([1.8819319e+00, 1.3999246e+02, 0.0000000e+00, 0.0000000e+00,
       2.0905730e-01, 4.4763181e-03, 2.0464699e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00, 0.0000000e+00,
       0.0000000e+00, 0.0000000e+00, 0.0000000e+00], dtype=float32), array([ 2.1698472 , 49.68741   ,  7.        ,  7.        ,  0.19398463,
        1.1884956 ,  2.04647   ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ],
      dtype=float32), array([  2.2429597 , -32.12706   ,   0.        ,  -0.4       ,
         0.23801287,   0.47412208,   2.04647   ,   0.        ,
         0.        ,   0.        ,   0.        ,   0.        ,
         0.        ,   0.        ,   0.        ], dtype=float32)]","[array([ 0. , -0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([-0.1,  0.1,  0. ]), array([ 0. , -0.1,  0. ])]"
